business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Predicted_date
U001,0200759878,SA llc,,2020.0,1930817073.0,2020-04-23,2020-04-23,2020-04-23,2020-05-08,USD,RV,1.0,52564.4,2020-04-23,NAH4,1930817073.0,1,2020-05-06
U001,0200780825,SYSCO FO llc,,2020.0,1930584402.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,1.0,27288.31,2020-03-02,NAA8,1930584402.0,1,2020-03-18
U001,0200769623,WAL-MAR corporation,,2020.0,1930621696.0,2020-03-10,2020-03-08,2020-03-10,2020-03-25,USD,RV,1.0,58386.49,2020-03-10,NAH4,1930621696.0,1,2020-03-23
U001,0200759878,SA systems,,2020.0,1930627742.0,2020-03-10,2020-03-09,2020-03-10,2020-03-25,USD,RV,1.0,11569.45,2020-03-10,NAH4,1930627742.0,1,2020-03-23
U001,0200769623,WAL-MAR associates,,2020.0,1930618752.0,2020-03-09,2020-03-07,2020-03-09,2020-03-24,USD,RV,1.0,16685.42,2020-03-09,NAH4,1930618752.0,1,2020-03-22
U001,0200761734,H E BUT associates,,2020.0,1930585223.0,2020-03-04,2020-03-01,2020-03-04,2020-03-19,USD,RV,1.0,14242.48,2020-03-04,NAA8,1930585223.0,1,2020-03-20
U001,0200769623,WAL-MAR foundation,,2020.0,1930799352.0,2020-04-18,2020-04-18,2020-04-18,2020-05-03,USD,RV,1.0,17324.49,2020-04-18,NAH4,1930799352.0,1,2020-05-01
U001,0200772670,ASSOCIAT us,,2020.0,1930832170.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,22548.4,2020-04-28,NAU5,1930832170.0,1,2020-05-11
U001,0200769623,WAL-MAR llc,,2020.0,1930710198.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,1.0,19990.58,2020-03-30,NAH4,1930710198.0,1,2020-04-12
CA02,0140104429,COSTCO in,,2020.0,2960617962.0,2020-03-02,2020-03-02,2020-03-02,2020-03-13,CAD,RV,1.0,2546.12,2020-03-03,CA10,2960617962.0,1,2020-03-17
U001,0200769623,WAL-MAR co,,2020.0,1930698759.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,15418.58,2020-03-26,NAH4,1930698759.0,1,2020-04-08
U001,0200936373,SUPE co,,2020.0,1930682071.0,2020-03-23,2020-03-21,2020-03-23,2020-04-07,USD,RV,1.0,11977.62,2020-03-23,NAA8,1930682071.0,1,2020-04-08
U001,0200744019,TARG us,,2020.0,1930691005.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,18883.74,2020-03-24,NAA8,1930691005.0,1,2020-04-09
U013,0100031686,EWT-EU corp,,2020.0,1991840114.0,2020-03-03,2020-02-28,2020-03-03,2020-04-02,USD,RV,1.0,4407.04,2020-03-03,NAVE,1991840114.0,1,2020-03-31
U001,0200792734,MDV/ corp,,2020.0,1930785783.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,70993.36,2020-04-14,NAA8,1930785783.0,1,2020-04-30
U001,0200726979,BJ'S  foundation,,2020.0,1930792321.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,1.0,285.06,2020-04-16,NAA8,1930792321.0,1,2020-05-02
U001,0200780383,MEIJ corporation,,2020.0,1930580848.0,2020-02-28,2020-02-28,2020-02-28,2020-03-14,USD,RV,1.0,19392.01,2020-02-28,NAA8,1930580848.0,1,2020-03-15
U001,200337148,COAS llc,,2020.0,1930662776.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,1.0,38121.92,2020-03-17,NAA8,1930662776.0,1,2020-04-02
CA02,0140104429,COSTCO trust,,2020.0,2960617190.0,2020-02-28,2020-02-28,2020-02-28,2020-03-19,CAD,RV,1.0,25660.81,2020-03-09,CA10,2960617190.0,1,2020-03-23
U001,0200707822,PUBLI systems,,2020.0,1930625344.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,23993.43,2020-03-09,NAA8,1930625344.0,1,2020-03-25
U001,0200769623,WAL-MAR foundation,,2020.0,1930710063.0,2020-03-26,2020-03-27,2020-03-26,2020-04-10,USD,RV,1.0,2373.96,2020-03-26,NAH4,1930710063.0,1,2020-04-08
U001,0200706844,WINC trust,,2020.0,1930738811.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,1.0,20645.52,2020-04-03,NAA8,1930738811.0,1,2020-04-19
U001,0200762301,C&S WH llc,,2020.0,1930675424.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,123920.04,2020-03-20,NAC6,1930675424.0,1,2020-04-05
U001,0200230690,DECA corporation,,2020.0,1930855587.0,2020-05-04,2020-05-04,2020-05-04,2020-05-24,USD,RV,1.0,455.64,2020-05-01,NAM4,1930855587.0,1,2020-05-22
CA02,0140104409,LOB llc,,2020.0,2960618954.0,2020-03-08,2020-03-08,2020-03-08,2020-03-20,CAD,RV,1.0,90996.93,2020-03-10,CA10,2960618954.0,1,2020-03-24
U001,0200769623,WAL-MAR us,,2020.0,1930714857.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,1.0,12310.19,2020-03-30,NAH4,1930714857.0,1,2020-04-12
U001,0200936373,SUPE trust,,2020.0,1930833503.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,112289.81,2020-04-28,NAA8,1930833503.0,1,2020-05-14
U001,0200353024,DECA systems,,2020.0,1930817825.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,9927.64,2020-04-16,NAM4,1930817825.0,1,2020-05-07
U001,0200778870,C corp,,2020.0,1930704325.0,2020-03-26,2020-03-26,2020-03-26,2020-04-10,USD,RV,1.0,756.42,2020-03-26,NAA8,1930704325.0,1,2020-04-11
U001,0200148860,DOLLA systems,,2020.0,1930687427.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,44937.01,2020-03-23,NAA8,1930687427.0,1,2020-04-08
U001,0100024776,PEA ,,2020.0,1930818546.0,2020-04-24,2020-04-23,2020-04-24,2020-05-29,USD,RV,1.0,7832.3,2020-04-24,NAG2,1930818546.0,1,2020-06-07
U001,0200707005,KING S trust,,2020.0,1930715319.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,18405.4,2020-03-29,NAA8,1930715319.0,1,2020-04-14
U001,0200769623,WAL-MAR us,,2020.0,1930798420.0,2020-04-18,2020-04-17,2020-04-18,2020-05-03,USD,RV,1.0,1322.22,2020-04-18,NAH4,1930798420.0,1,2020-05-01
U001,0200707822,PUBLI systems,,2020.0,1930686453.0,2020-03-22,2020-03-23,2020-03-22,2020-04-06,USD,RV,1.0,104122.17,2020-03-22,NAA8,1930686453.0,1,2020-04-07
U001,0200729942,SA foundation,,2020.0,1930859392.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,1.0,777.13,2020-05-05,NAA8,1930859392.0,1,2020-05-21
U001,200783734,FAREW co,,2020.0,1930683789.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,49207.63,2020-03-21,NAA8,1930683789.0,1,2020-04-06
U001,0200762301,C&S WH in,,2020.0,1930624455.0,2020-03-10,2020-03-09,2020-03-10,2020-05-14,USD,RV,1.0,889.63,2020-03-10,NAGD,1930624455.0,1,2020-05-07
U001,0200101621,TRA corporation,,2020.0,1930729972.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,46121.4,2020-04-01,NAA8,1930729972.0,1,2020-04-17
U001,0200770567,LABAT associates,,2020.0,1930578935.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,1.0,55267.54,2020-02-28,NAA8,1930578935.0,1,2020-03-15
U001,0200794332,COST llc,,2020.0,1930643355.0,2020-03-14,2020-03-12,2020-03-14,2020-03-29,USD,RV,1.0,12610.49,2020-03-14,NAAX,1930643355.0,1,2020-03-30
CA02,0140106421,EBER ,,2020.0,2960624639.0,2020-03-27,2020-03-27,2020-03-27,2020-04-14,CAD,RV,1.0,12595.3,2020-04-04,CA10,2960624639.0,1,2020-04-25
U001,0200697207,WA co,,2020.0,1930862304.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,1.0,45012.54,2020-05-06,NAA8,1930862304.0,1,2020-05-22
U001,0200769623,WAL-MAR co,,2020.0,1930620480.0,2020-03-07,2020-03-07,2020-03-07,2020-03-22,USD,RV,1.0,2765.94,2020-03-07,NAH4,1930620480.0,1,2020-03-20
U001,0200230690,DECA in,,2020.0,1930858308.0,2020-05-05,2020-05-05,2020-05-05,2020-05-24,USD,RV,1.0,3033.51,2020-05-01,NAM4,1930858308.0,1,2020-05-22
U001,0200759878,SA corporation,,2020.0,1930856255.0,2020-05-04,2020-05-04,2020-05-04,2020-05-19,USD,RV,1.0,6641.36,2020-05-04,NAH4,1930856255.0,1,2020-05-17
U001,0200769623,WAL-MAR us,,2020.0,1930595870.0,2020-03-02,2020-03-03,2020-03-02,2020-03-17,USD,RV,1.0,471.56,2020-03-02,NAH4,1930595870.0,1,2020-03-15
U001,0200743129,BROOKS systems,,2020.0,1930797936.0,2020-04-17,2020-04-17,2020-04-17,2020-05-02,USD,RV,1.0,57552.13,2020-04-17,NAA8,1930797936.0,1,2020-05-03
U001,0200769623,WAL-MAR corp,,2020.0,1930691203.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,7357.44,2020-03-24,NAH4,1930691203.0,1,2020-04-06
U001,0200711029,WEGMAN corporation,,2020.0,1930636736.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,19732.77,2020-03-11,NAA8,1930636736.0,1,2020-03-27
CA02,0140104429,COSTCO trust,,2020.0,2960625777.0,2020-04-01,2020-04-01,2020-04-01,2020-04-11,CAD,RV,1.0,40793.14,2020-04-01,CA10,2960625777.0,1,2020-04-15
U001,0200769623,WAL-MAR foundation,,2020.0,1930784217.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,50.54,2020-04-14,NAH4,1930784217.0,1,2020-04-27
U001,0200936373,SUPE corp,,2020.0,1930716472.0,2020-03-30,2020-03-28,2020-03-30,2020-04-14,USD,RV,1.0,143098.12,2020-03-30,NAA8,1930716472.0,1,2020-04-15
U001,0200759878,SA co,,2020.0,1930803670.0,2020-04-23,2020-04-21,2020-04-23,2020-05-08,USD,RV,1.0,15882.82,2020-04-23,NAH4,1930803670.0,1,2020-05-06
U001,0200769623,WAL-MAR corporation,,2020.0,1930698718.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,36561.51,2020-03-25,NAH4,1930698718.0,1,2020-04-07
U001,0200729942,SA systems,,2020.0,1930779293.0,2020-04-12,2020-04-13,2020-04-12,2020-04-27,USD,RV,1.0,57730.49,2020-04-12,NAA8,1930779293.0,1,2020-04-28
U001,0200799367,MCL foundation,,2020.0,1930838689.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,38525.52,2020-05-05,NAA8,1930838689.0,1,2020-05-21
U001,0200762301,C&S WH co,,2020.0,1930829812.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,1.0,61946.57,2020-04-29,NAC6,1930829812.0,1,2020-05-15
U001,0200418007,AM associates,,2020.0,1930782827.0,2020-04-16,2020-04-14,2020-04-16,2020-05-01,USD,RV,1.0,24941.4,2020-04-16,NAA8,1930782827.0,1,2020-05-02
U001,200965912,C&S W llc,,2020.0,1930861419.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,1.0,29883.2,2020-05-05,NAC6,1930861419.0,1,2020-06-04
U001,0200786288,FAMILY co,,2020.0,1930727142.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,61208.83,2020-04-01,NAA8,1930727142.0,1,2020-04-17
U001,0200794332,COST us,,2020.0,1930830571.0,2020-04-28,2020-04-27,2020-04-28,2020-05-13,USD,RV,1.0,30220.01,2020-04-28,NAAX,1930830571.0,1,2020-05-14
U013,CC6530,HEINZ ,,2020.0,1991838699.0,2020-02-28,2020-02-28,2020-02-28,2020-04-13,USD,RV,1.0,20470.59,2020-02-28,NAVF,1991838699.0,1,2020-05-28
U001,0200744019,TARG us,,2020.0,1930828541.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,USD,RV,1.0,50796.8,2020-04-26,NAA8,1930828541.0,1,2020-05-12
U001,0200777735,NASH  systems,,2020.0,1930830217.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,19731.1,2020-04-27,NAA8,1930830217.0,1,2020-05-13
U001,0200707741,SMART &  trust,,2020.0,1930652026.0,2020-03-14,2020-03-14,2020-03-14,2020-03-29,USD,RV,1.0,130621.01,2020-03-14,NAA8,1930652026.0,1,2020-03-30
U001,0200020431,DEC associates,,2020.0,1930599365.0,2020-03-04,2020-03-04,2020-03-04,2020-03-11,USD,RV,1.0,18339.41,2020-03-01,NAM2,1930599365.0,1,2020-03-09
U001,0200719300,SYSTEMS co,,2020.0,1930542840.0,2020-02-29,2020-02-19,2020-02-29,2020-03-15,USD,RV,1.0,24677.28,2020-02-29,NAA8,1930542840.0,1,2020-03-16
U001,200769623,WAL-MAR corporation,,2020.0,1930877224.0,2020-05-08,2020-05-07,2020-05-08,2020-05-23,USD,RV,1.0,27496.82,2020-05-08,NAH4,1930877224.0,1,2020-05-21
U001,0200744019,TARG corp,,2020.0,1930714596.0,2020-03-27,2020-03-28,2020-03-27,2020-04-11,USD,RV,1.0,17929.08,2020-03-27,NAA8,1930714596.0,1,2020-04-12
U001,0200020431,DEC foundation,,2020.0,1930599545.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,1.0,3237.16,2020-03-01,NAM4,1930599545.0,1,2020-03-22
U001,0200418007,AM llc,,2020.0,1930671317.0,2020-03-23,2020-03-19,2020-03-23,2020-04-07,USD,RV,1.0,6356.8,2020-03-23,NAA8,1930671317.0,1,2020-04-08
U001,0200498283,FOOD S foundation,,2020.0,1930799261.0,2020-04-17,2020-04-18,2020-04-17,2020-05-02,USD,RV,1.0,10887.1,2020-04-17,NAA8,1930799261.0,1,2020-05-06
U001,0200780383,MEIJ systems,,2020.0,1930803125.0,2020-04-20,2020-04-20,2020-04-20,2020-05-05,USD,RV,1.0,68025.92,2020-04-20,NAA8,1930803125.0,1,2020-05-06
U001,0200769623,WAL-MAR associates,,2020.0,1930647089.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,15840.89,2020-03-14,NAH4,1930647089.0,1,2020-03-27
U001,0200769623,WAL-MAR co,,2020.0,1930853717.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,32557.63,2020-05-03,NAH4,1930853717.0,1,2020-05-16
U001,200148860,DOLLA ,,2020.0,1930666037.0,2020-03-18,2020-03-18,2020-03-18,2020-04-02,USD,RV,1.0,73444.43,2020-03-18,NAA8,1930666037.0,1,2020-04-03
U001,0200769623,WAL-MAR llc,,2020.0,1930708780.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,7873.12,2020-03-28,NAH4,1930708780.0,1,2020-04-10
CA02,0140104340,COLABOR  foundation,,2020.0,2960625995.0,2020-04-03,2020-04-03,2020-04-03,2020-04-16,CAD,RV,1.0,19384.2,2020-04-06,CA10,2960625995.0,1,2020-04-20
CA02,0140104409,LOB corp,,2020.0,2960623509.0,2020-03-24,2020-03-24,2020-03-24,2020-04-04,CAD,RV,1.0,108597.07,2020-03-25,CA10,2960623509.0,1,2020-04-08
U001,0200769623,WAL-MAR corporation,,2020.0,1930569912.0,2020-02-27,2020-02-25,2020-02-27,2020-03-13,USD,RV,1.0,43708.74,2020-02-27,NAH4,1930569912.0,1,2020-03-11
U001,0200759878,SA llc,,2020.0,1930756409.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,30855.84,2020-04-07,NAH4,1930756409.0,1,2020-04-20
U001,0200769623,WAL-MAR foundation,,2020.0,1930674859.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,1.0,13519.73,2020-03-21,NAH4,1930674859.0,1,2020-04-03
U001,0200769623,WAL-MAR foundation,,2020.0,1930686594.0,2020-03-25,2020-03-23,2020-03-25,2020-04-09,USD,RV,1.0,14924.32,2020-03-25,NAH4,1930686594.0,1,2020-04-07
U001,0200726979,BJ'S  llc,,2020.0,1930716760.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,31040.57,2020-03-29,NAA8,1930716760.0,1,2020-04-14
U001,0200126819,MCLANE associates,,2020.0,1930856943.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,53928.33,2020-05-05,NAA8,1930856943.0,1,2020-05-21
U001,0200466603,SMITH'S llc,,2020.0,1930773521.0,2020-04-09,2020-04-10,2020-04-09,2020-04-24,USD,RV,1.0,31231.44,2020-04-09,NAA8,1930773521.0,1,2020-04-25
U001,0200418007,AM co,,2020.0,1930606521.0,2020-03-09,2020-03-05,2020-03-09,2020-03-24,USD,RV,1.0,1456.08,2020-03-09,NAA8,1930606521.0,1,2020-03-25
U001,0200769623,WAL-MAR systems,,2020.0,1930853771.0,2020-05-05,2020-05-03,2020-05-05,2020-05-20,USD,RV,1.0,38010.8,2020-05-05,NAH4,1930853771.0,1,2020-05-18
U001,0200148860,DOLLA co,,2020.0,1930820173.0,2020-04-23,2020-04-23,2020-04-23,2020-05-08,USD,RV,1.0,11437.43,2020-04-23,NAA8,1930820173.0,1,2020-05-09
U001,0200704045,RA corporation,,2020.0,1930709896.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,1.0,120805.63,2020-03-27,NAA8,1930709896.0,1,2020-04-12
U001,0200772670,ASSOCIAT in,,2020.0,1930666981.0,2020-03-18,2020-03-18,2020-03-18,2020-04-02,USD,RV,1.0,139786.85,2020-03-18,NAU5,1930666981.0,1,2020-03-31
U001,0200772670,ASSOCIAT in,,2020.0,1930730657.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,1.0,166567.66,2020-04-03,NAU5,1930730657.0,1,2020-04-16
U001,200769623,WAL-MAR foundation,,2020.0,1930777436.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,638.29,2020-04-11,NAH4,1930777436.0,1,2020-04-24
U001,0200726979,BJ'S  corp,,2020.0,1930629597.0,2020-03-09,2020-03-10,2020-03-09,2020-03-24,USD,RV,1.0,136.2,2020-03-09,NAA8,1930629597.0,1,2020-03-25
U001,0200769623,WAL-MAR ,,2020.0,1930666309.0,2020-03-18,2020-03-18,2020-03-18,2020-04-02,USD,RV,1.0,267.02,2020-03-18,NAH4,1930666309.0,1,2020-03-31
U001,200965912,C&S W systems,,2020.0,1930860927.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,1.0,41669.45,2020-05-05,NAC6,1930860927.0,1,2020-06-04
U001,0200799367,MCL co,,2020.0,1930730404.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,43991.0,2020-04-01,NAA8,1930730404.0,1,2020-04-17
U001,0200762301,C&S WH systems,,2020.0,1930831364.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,9204.16,2020-04-28,NAC6,1930831364.0,1,2020-05-14
U001,200744019,TARG us,,2020.0,1930632474.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,1.0,52395.27,2020-03-11,NAA8,1930632474.0,1,2020-03-27
U001,0200736337,SYSCO F llc,,2020.0,1930637351.0,2020-03-17,2020-03-11,2020-03-17,2020-04-01,USD,RV,1.0,34845.58,2020-03-17,NAA8,1930637351.0,1,2020-04-02
U001,0200776463,KROGE us,,2020.0,1930733008.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,1.0,69147.58,2020-04-02,NAA8,1930733008.0,1,2020-04-18
U001,0200729290,KROGER llc,,2020.0,1930848201.0,2020-05-02,2020-05-01,2020-05-02,2020-05-17,USD,RV,1.0,6334.23,2020-05-02,NAA8,1930848201.0,1,2020-05-18
CA02,0140104409,LOB co,,2020.0,2960629472.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,CAD,RV,1.0,109242.51,2020-05-01,CA10,2960629472.0,1,2020-05-15
U001,0200769623,WAL-MAR systems,,2020.0,1930819793.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,20203.93,2020-04-24,NAH4,1930819793.0,1,2020-05-07
U001,0200732755,KROGER us,,2020.0,1930788200.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,1.0,49787.78,2020-04-15,NAA8,1930788200.0,1,2020-05-01
CA02,0140104409,LOB corp,,2020.0,2960627208.0,2020-04-06,2020-04-06,2020-04-06,2020-04-19,CAD,RV,1.0,183428.62,2020-04-09,CA10,2960627208.0,1,2020-04-23
U001,0200820380,SMITH'S trust,,2020.0,1930721759.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,31287.79,2020-04-01,NAA8,1930721759.0,1,2020-04-17
U001,0200769623,WAL-MAR in,,2020.0,1930580479.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,1.0,4768.6,2020-02-29,NAH4,1930580479.0,1,2020-03-13
U001,0200020431,DEC systems,,2020.0,1930599617.0,2020-03-04,2020-03-04,2020-03-04,2020-03-08,USD,RV,1.0,4408.13,2020-03-01,NAM1,1930599617.0,1,2020-03-06
U001,0200759878,SA llc,,2020.0,1930817073.0,2020-04-23,2020-04-23,2020-04-23,2020-05-08,USD,RV,1.0,52564.4,2020-04-23,NAH4,1930817073.0,1,2020-05-06
U001,0200900909,SYSCO associates,,2020.0,1930830807.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,12199.7,2020-04-27,NAA8,1930830807.0,1,2020-05-13
U001,0200803720,DEC foundation,,2020.0,1930872179.0,2020-05-07,2020-05-07,2020-05-07,2020-05-24,USD,RV,1.0,169.32,2020-05-01,NAM4,1930872179.0,1,2020-05-22
U001,0200744019,TARG corp,,2020.0,1930592427.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,31152.63,2020-03-03,NAA8,1930592427.0,1,2020-03-19
U001,0100031704,DELHAIZE corp,,2020.0,1930607103.0,2020-03-07,2020-03-05,2020-03-07,2020-03-22,USD,RV,1.0,67835.25,2020-03-07,NAA8,1930607103.0,1,2020-03-23
U001,0200759878,SA us,,2020.0,1930773527.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,65500.56,2020-04-11,NAH4,1930773527.0,1,2020-04-24
U001,0200794332,COST corporation,,2020.0,1930654109.0,2020-03-17,2020-03-15,2020-03-17,2020-04-01,USD,RV,1.0,45901.28,2020-03-17,NAAX,1930654109.0,1,2020-04-02
U001,0200769623,WAL-MAR corporation,,2020.0,1930758623.0,2020-04-06,2020-04-07,2020-04-06,2020-04-21,USD,RV,1.0,58903.4,2020-04-06,NAH4,1930758623.0,1,2020-04-19
U001,0200744019,TARG us,,2020.0,1930822605.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,14436.09,2020-04-24,NAA8,1930822605.0,1,2020-05-10
U001,0200724999,GILSTE us,,2020.0,1930781598.0,2020-04-02,2020-04-13,2020-04-02,2020-04-12,USD,RV,1.0,51663.6,2020-04-02,NA10,1930781598.0,1,2020-04-13
U001,0200769623,WAL-MAR us,,2020.0,1930673998.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,3848.36,2020-03-20,NAH4,1930673998.0,1,2020-04-02
U001,0200778870,C foundation,,2020.0,1930824482.0,2020-05-01,2020-04-24,2020-05-01,2020-05-16,USD,RV,1.0,5757.61,2020-05-01,NAA8,1930824482.0,1,2020-05-17
U001,0200794332,COST ,,2020.0,1930625091.0,2020-03-10,2020-03-09,2020-03-10,2020-03-25,USD,RV,1.0,12049.81,2020-03-10,NAAX,1930625091.0,1,2020-03-26
U001,0200770567,LABAT llc,,2020.0,1930589872.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,11.23,2020-03-03,NAX2,1930589872.0,1,2020-06-16
U001,0200803720,DEC foundation,,2020.0,1930614056.0,2020-03-07,2020-03-07,2020-03-07,2020-03-24,USD,RV,1.0,533.1,2020-03-01,NAM4,1930614056.0,1,2020-03-22
U001,0200744019,TARG in,,2020.0,1930777800.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,1.0,30658.18,2020-04-11,NAA8,1930777800.0,1,2020-04-27
U001,0200729942,SA trust,,2020.0,1930731013.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,41065.21,2020-04-01,NAA8,1930731013.0,1,2020-04-17
U001,0200769623,WAL-MAR co,,2020.0,1930693588.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,1.0,21252.77,2020-03-25,NAH4,1930693588.0,1,2020-04-07
CA02,0140104440,SO llc,,2020.0,2960629941.0,2020-04-21,2020-04-21,2020-04-21,2020-05-03,CAD,RV,1.0,253085.3,2020-04-23,CA10,2960629941.0,1,2020-05-07
U001,0200769623,WAL-MAR associates,,2020.0,1930800218.0,2020-04-18,2020-04-18,2020-04-18,2020-05-03,USD,RV,1.0,6053.36,2020-04-18,NAH4,1930800218.0,1,2020-05-01
U001,0200769623,WAL-MAR trust,,2020.0,1930795050.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,1.0,6782.3,2020-04-17,NAH4,1930795050.0,1,2020-04-30
U001,200797984,PIGGLY co,,2020.0,1930833523.0,2020-04-30,2020-04-28,2020-04-30,2020-05-15,USD,RV,1.0,43178.18,2020-04-30,NAA8,1930833523.0,1,2020-05-16
U001,0200799367,MCL us,,2020.0,1930793784.0,2020-04-17,2020-04-16,2020-04-17,2020-05-02,USD,RV,1.0,48446.55,2020-04-17,NAA8,1930793784.0,1,2020-05-03
CA02,140105847,GORDON F ,,2020.0,2960632714.0,2020-05-04,2020-05-04,2020-05-04,2020-05-16,CAD,RV,1.0,2701.4,2020-05-06,CA10,2960632714.0,1,2020-05-27
U001,0200794332,COST llc,,2020.0,1930645430.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,51407.61,2020-03-13,NAAX,1930645430.0,1,2020-03-29
U001,0200148860,DOLLA foundation,,2020.0,1930717156.0,2020-03-30,2020-03-29,2020-03-30,2020-06-03,USD,RV,1.0,8392.28,2020-03-30,NAGD,1930717156.0,1,2020-05-02
U001,0200769623,WAL-MAR co,,2020.0,1930580108.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,1.0,22162.62,2020-02-28,NAH4,1930580108.0,1,2020-03-12
U001,0200820380,SMITH'S co,,2020.0,1930708893.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,18393.22,2020-03-28,NAA8,1930708893.0,1,2020-04-13
U001,0200706844,WINC us,,2020.0,1930725601.0,2020-04-02,2020-03-31,2020-04-02,2020-04-17,USD,RV,1.0,13158.26,2020-04-02,NAA8,1930725601.0,1,2020-04-18
CA02,0140104409,LOB systems,,2020.0,2960632478.0,2020-05-05,2020-05-05,2020-05-05,2020-05-17,CAD,RV,1.0,166845.46,2020-05-07,CA10,2960632478.0,1,2020-05-21
